,alpha,beta,gamma,tau,scf_cc,nn_scf_cc
45,22,0.5,20,0.2,1.013279025,1.0369045
46,22,0.6,20,0.2,0.997722235,1.0280766
47,22,0.7,20,0.2,1.003120193,1.0192488
48,40,0.2,20,0.2,0.923294945,0.9543943
49,40,0.3,20,0.2,1.019874011,1.0493379
50,40,0.4,20,0.2,1.023417036,1.04051
51,40,0.5,20,0.2,1.013212153,1.0316823
52,40,0.6,20,0.2,0.9976075,1.0228546
53,40,0.7,20,0.2,1.002962489,1.0156934
54,4,0.2,26,0.2,1.119111997,1.1081041
55,4,0.3,26,0.2,1.175929254,1.1876694
56,4,0.4,26,0.2,1.182943992,1.1930157
57,4,0.5,26,0.2,1.218404864,1.2152098
58,4,0.6,26,0.2,1.238402792,1.2410403
59,4,0.7,26,0.2,1.227841385,1.2834237
60,22,0.2,26,0.2,1.122776341,1.1339328
61,22,0.3,26,0.2,1.177868624,1.1772578
62,22,0.4,26,0.2,1.156155295,1.1680422
63,22,0.5,26,0.2,1.144005302,1.1588265
64,22,0.6,26,0.2,1.132765335,1.1496108
65,22,0.7,26,0.2,1.126861309,1.1403952
66,40,0.2,26,0.2,1.122730363,1.1597615
67,40,0.3,26,0.2,1.177783497,1.1668463
68,40,0.4,26,0.2,1.155996555,1.157792
69,40,0.5,26,0.2,1.143670447,1.1489643
70,40,0.6,26,0.2,1.132176971,1.1401365
71,40,0.7,26,0.2,1.12590019,1.1313087
72,4,0.2,32,0.2,1.303477053,1.3269554
73,4,0.3,32,0.2,1.301307542,1.3312541
74,4,0.4,32,0.2,1.319182498,1.3534483
75,4,0.5,32,0.2,1.36963039,1.3756422
76,4,0.6,32,0.2,1.383762459,1.4070648
77,4,0.7,32,0.2,1.365364478,1.4494478
78,22,0.2,32,0.2,1.306046731,1.3221347
79,22,0.3,32,0.2,1.297057194,1.3014506
80,22,0.4,32,0.2,1.26597866,1.2922349
81,22,0.5,32,0.2,1.260395186,1.2830193
82,22,0.6,32,0.2,1.250606392,1.2738036
83,22,0.7,32,0.2,1.237885452,1.2645879
84,40,0.2,32,0.2,1.306176672,1.3144006
85,40,0.3,32,0.2,1.296926829,1.291039
86,40,0.4,32,0.2,1.265558977,1.2818234
87,40,0.5,32,0.2,1.259533044,1.2726077
88,40,0.6,32,0.2,1.249100843,1.2633921
89,40,0.7,32,0.2,1.235123929,1.2541764
90,4,0.2,8,0.4,0.35271067,0.3721335
91,4,0.3,8,0.4,0.755218512,0.7727665
92,4,0.4,8,0.4,0.90431084,0.9081359
93,4,0.5,8,0.4,1.016510806,1.0260781
94,4,0.6,8,0.4,1.058300202,1.0639292
95,4,0.7,8,0.4,1.151778816,1.1495254
96,22,0.2,8,0.4,0.353878915,0.37067267
